comment,sentiment
one could make smaller update output frequently performance need build state context unidirectional case one could manually carry chunk chunk chose additional bookkeeping complexity bidirectional case possible unless know future however really address amount computation need happen per unit real time may simply slow avoid latency phone seem bad,negative
sorry might old android device work fine unity try regular model unity agent real time model magenta real time require frame incremental sampling rate lot latency took process frame noticeable delay user press key piano way reduce latency,positive
sure work could certainly try reason want use maestro older code,positive
certainly purpose evaluation make sure model actually fitting training split see example done training data wo split smaller wo audio augmentation modification done,positive
bus error typically version support need install different version possibly compile source ensure instruction set,negative
odd model linked static model code try running reproduce also use full model model really primarily execution,positive
covered sound installation command install point get error message,positive
correct use frame size model actually reference size paper perhaps done something different totally clear used frame size comparison case argue paper think note score much important comparison metric tied frame size,positive
since code commit believe frame prediction output model onset prediction model convert piano roll note sequence use compute said really want output score script include inference full length combine onset frame model single output output script likely looking,positive
fix way day two sorry issue,negative
thank sir set still get,neutral
value need set fix nobody first,positive
apparently wrong forcing made reachable,negative
thank much appreciate help temporary solution also need know python pip lot better,positive
latest magenta version working properly need install lower version like think,positive
hello nak need avoid temporary solution continue hope fixed normally magenta without pip install without pip install need add listed pillow six wheel flask future gym pip install,positive
fixed wo take effect next release magenta pip package run setup environment cell work,positive
strange could something wrong network thing know piano scribe weirdly access redirect possible extension security thing case work load like ping end screen shot,negative
nak thank mention temporarily fixed also hope magenta team fix fundamentally bug think hello could tell fix thanks much,positive
hi would much trouble could tell fix magenta team music magenta package call see correctly thanks wrote nak thank mention temporarily fixed also hope magenta team fix fundamentally bug think reply directly view,positive
nak thank mention temporarily fixed also hope magenta team fix fundamentally bug think,positive
got problem hope someone magenta team help like version currently dependent,neutral
work right maybe try refreshing sat wrote hi reading project interested testing piano scribe unfortunately hosting thread reply directly view weird error saying able resolve domain even able ping,positive
welcome link may help path question pleasure help,positive
hello find good link thanks transformation right found version module model still version supply version,positive
hello find good link,positive
hi add style transfer model still model share,neutral
use transformation strange ca even use,negative
work right maybe try refreshing sat wrote hi reading project interested testing piano scribe unfortunately hosting thread reply directly view,positive
yes correct time feel free send fix otherwise get around point mon wrote think want command line argument thank much soon reply found please also look sentence note set true default need binary system guess state reply directly view comment thank reply send soon sorry late reply log previously,positive
hi mark situation master thesis based trying study code substitute file mine trying understand modify code insert timbre pitch interpolation news contact,neutral
yes correct time feel free send fix otherwise get around point mon wrote think want command line argument thank much soon reply found please also look sentence note set true default need binary system guess state reply directly view,positive
think want command line argument thank much soon reply found please also look sentence note set true default need binary system guess,positive
think want command line argument,neutral
really need file argument work need file hoe pas,positive
cool disrespectful wonder work thank much know exactly,positive
also looking targeted instead please see,neutral
please reconsider people put lot work project open new issue respectful language,positive
try think trick add code,neutral
inventor hi figured thanks since last music sorry could provide lot help issue,negative
sure visualization particular mean done one see action attention built interactive attention visualizer load paper click visualize attention note attention visualizer page found,positive
inventor hi figured thanks,positive
see possible first load whole single shard parallel individual sample maybe little bit parallel shard generating training data locally took bad day comment would expect process training process good may much roughly wondering decrease summarization training process thanks help,positive
try see work pip install,neutral
think issue single shard probably release version take advantage parallelism,negative
hi aspect improve speed locally like currently see also ram usage thanks,positive
similar problem running found key found recent call last file line return file line file line root error found found key found node found key found node successful derived handling exception another exception recent call last file line restore file line run file line file line file line raise type message root error found found key found node defined found key found node defined successful derived strangely enough repeat command able complete saving successfully dynamic library loss step loss step sec next help,positive
think fixed added import true sess,positive
fix thanks help patience,positive
nice sorry super busy moment try update code make default way training,positive
yes also able reproduce paper whew make new data format version also incorrect data sum code train set thanks,positive
code generating common font file format repository code generating straightforward implement unfortunately unable release raw,negative
thanks question project already format work originally converting populate done project know effort used make conversion unfortunately exact code used longer hope useful thank reply data generation code unable consider release used work,positive
thanks question project already format work originally converting populate done project know effort used make conversion unfortunately exact code used longer hope useful,positive
sorry issue sent fix internally take day appear simple fix switch remove pip magenta,negative
fixed recently could try previously bug first would,positive
let see help one,neutral
yes strict unfortunately control ignore update,negative
able reconstruct compatible combination legacy magenta order reproduce paper thought best hope might move latest magenta still struggling make necessary accommodate new feature reproduce faster,positive
hey fantastic able reproduce data make work multiple somehow combine provide one argument make code repository use load data one previous issue many thanks,positive
hey fantastic able reproduce data make work multiple somehow combine provide one argument make code repository use load data one previous issue many thanks instead use function self return,positive
hi another model much better work well beginning end positive code flawed somewhere may usually generate get music,negative
another issue output bar long even though explicitly told may problem,negative
fixed return delete section work fine,positive
also issue running code promising idea please help check also well recent call last file line module file line main file line run file line run main file line main file line main generator file line file line generate return file line file line file line file line file line file line temperature file line return many index array execute generate command like following directory ran training,positive
thank much training bundle file performance everything work,positive
able achieve style transfer wish use mobile select face content image seeing lot face style transfer solve issue,positive
pip pip install magenta worked,neutral
little explanation used stop long developer done order prevent run would library set would would hit thus would die file,negative
actually magenta got compatibility ultimately able run image stylization model,positive
pip pip install magenta,neutral
got allow read absurdly high tick useful reading per default setting process corrupt cause,negative
please reopen solve issue,neutral
dug import recent call last module import self resolution raise file tick likely create list time file tick likely corrupt would solution considering going entire removing yield error would better solve original script make robust,positive
another chord handle extended set however little awkward certainly possible getting work current model though recently extended work chord key quite sort direction key major chord likely dominant,negative
like actual error size running audio may could share audio file help diagnose,neutral
raw audio cell whole thing however getting following error raw audio cell drive mounted hard drive related beam closed actual problem probably,negative
amazingly like never worked least broken progress code work right bundle file performance,positive
hi sorry bumping post working similar stage used function training model tried previously posted news,negative
way unable reopen issue closed collaborator,negative
sorry delay notification somehow got folder commit sync,negative
pillow already original remains requirement already satisfied pillow,positive
please reopen still issue,neutral
try pip pillow already please reopen fix problem,neutral
occasionally old issue confusion supposed trained worked bundle worked need keep eye future,positive
sync master travis fixed,positive
aside shuffling actually different split help training original instrument exactly one split instrument may appear different wed wrote hi sorry delay middle paper together checked confirm issue great result training available issue likely probably much uniformly distributed gan optimization training version trick need use since code already data model trained work used full input although two result thread reply directly view,positive
deal output corresponding frame condition adjacent frame output every sampling result retaining first frame length corresponding result last frame used another method may idea looking forward answer thank,positive
hi sorry delay middle paper together checked confirm issue great result training available issue likely probably much uniformly distributed gan optimization training version trick need use since code already data model trained work used full input although two result put make approach,positive
great thank yes run code way written previous ate memory disk work great thank,positive
able run following code pip install magenta recursive run see currently memory guess dead job hanging memory,positive
wow great thank wait,positive
believe trained multiple although batch size still work single,negative
could also please tell infrastructure trained model,neutral
tried even batch size equal still work,neutral
tried run tried error message think might actually best post issue since general issue,positive
enough memory support model batch size try reducing batch size,neutral
need remove since used training see restore subset,neutral
glad able figure feel free submit error message,positive
thank see sorry thought closed issue,negative
fixed fix coming issue still open,positive
sorry understand fixed see repository mean change solution cross link comment tried faced error bar configuration file line main file line run file line run main file line main file line main run file line run file line train file line train file line file line encode sequence file line encode sequence file line split split argument provided argument split argument provided,negative
want add strict dependency since play well music transformer may want add different also thing blocking u version set determinism,neutral
addendum error message gone maybe make requirement,neutral
update issue tried run different different magenta magenta get bar whereas still problem know fix file line main file line run file line run main file line main file line main run file line run file line train file line train file line file line encode sequence file line encode sequence file line split split argument provided argument split argument provided,positive
figured issue switched different directory passing directory result running model random output error message exist invalid,negative
additionally audio file notebook maestro model got good image may missing model used notebook differ one linked current,positive
hi really sorry code internal difficult factorize time unfortunately even harder left work past year ca promise good time line get unfortunately best surface context current research know ideal,positive
dear try restart set top environment setup cell work thanks problem three day thanks,positive
hi like version bit behind try line top environment setup cell seen exactly issue expect work correctly without line,positive
seeing either restart try,neutral
running model code configuration last version code git get error gradient defined operation,neutral
specific trying script wrote hello running version faced error gradient defined operation know fixed thread reply directly view,positive
fixed please reopen still notice issue,positive
thanks much hard search got,negative
actually alter behavior interpolate function setup environment cell,neutral
narrow likely issue sort sorry lot going moment going set instance train see result,negative
thanks much last thing different mean sequence rather whole progression thanks much,positive
finished training model still generate good,positive
hi another quick question training step go beyond right output running true bash step cost recon far tell pas resume nothing comparison relation train loop something like range happy submit otherwise please advise thank,positive
clear builder code going try training code magenta well see difference,positive
like someone already sent never reason update pip package,neutral
issue indentation error commit making fix,neutral
based sent watching video seem like regression somewhere,neutral
able make progress internally thus far move magenta next setting condition move split magenta music package stay tuned sorry dragged long,positive
simply limitation model due variational bottleneck train limit information flow bottleneck worse le limit information flow worse sampling optimist limit information flow bottleneck better sampling le limit information flow better pronounced longer although hierarchical help overcome somewhat flat model model tight bottleneck loose bottleneck,negative
thanks code one question integrate,positive
forgot internal visible code trying reproduce result import beam import screen shot,neutral
sure thing making would still helpful try training problem,positive
would great provide code use,positive
issue path issue file file path thanks help,positive
correction trained full filtering already code maybe instead,positive
correction trained full filtering already code,positive
agree strange found model trained code day got behavior ca pull training think similar remember guess either something funky problem mismatch likely model trained subset line tweak code still working go ahead make update loading use,negative
pretty sure something wrong colleague trained another model music similar music,positive
thanks quick reply yes training image,positive
interesting sorry since trained one least sure checked open source code example space like mode collapse case common training use train many get curious maybe need train longer,positive
thank quick mean time rename desired,positive
look script strangely support behavior would fairly straightforward add flag think u able short term please feel free make change,positive
thanks much work perfectly,positive
please try give warning go away day,neutral
ah like change made prod yet reason going move wo issue future,neutral
please try refreshing like seeing code,positive
far away possible someone take sure time since energy like,positive
either would fine like able use magenta project use magenta python never support,positive
update turn workable candidate correct,neutral
modify script work write resulting file output directory try output except pas output sequence print file magenta issue,neutral
ran issue ran source activate magenta activate magenta magenta magenta environment source activate magenta pip install magenta worked,neutral
see magenta actually use new able support package,positive
fix wo appear publicly day thanks attention,positive
approach took problem train new model mel spectrogram could work training see,positive
working today sorry delay,negative
hello anyone help resolve issue,neutral
update used another model worked flawlessly beginning end must error code anyone check thanks,positive
think would shift error distribution forward frame would result unbiased distribution quantization,neutral
hi use easiest possible way use version slightly difficult would hope one work,negative
trained default another error return many index array help greatly,positive
think parameter relation onset time sequence head onset frame piano roll might situation thinking think like label annotation determined arbitrary may small big effect model performance already tested think compensate effect decode piano roll sequence maybe sure forward maybe similar reason,positive
interesting maybe switch rounding onset offset training think would fix seeing,positive
latest specific give another shot,positive
tried pip magenta able use without issue version magenta script,positive
run script following work fine import import division import import o import import time magenta import music import import import import logging none directory latest loaded file take priority flag directory saved name use mode either sample interpolate none start file interpolation none end file interpolation sample mode number produce interpolate number maximum batch size use decrease seeing randomness process threshold logged warn error fatal spherical linear interpolation omega omega return omega omega run load model save file start trainer dictionary configuration name object missing none none raise one must none raise raise value mode raise name none none none raise must interpolate mode raise found raise found path make sure input exactly one example converter print specific input could valid try another file path enumerate print valid extracted potential call script one instead path extract input model else model mu mu mu enumerate main run main,positive
past exact command used,neutral
checked version master today one file maestro set piano roll ground truth staccato beginning becomes longer direction histogram onset also,neutral
sorry still yet leading effort follow update thread,negative
really wish smart enough submit,positive
verify none bidirectional multiple bidirectional,neutral
oh wow minor trying multiple thanks finding verify none bidirectional,positive
trying million missing intermediate step generating training ah well stupid working training properly,negative
thank help try compile weird everything worked fine already o twice,negative
bus error typically use machine support fix either compile copy use virtual machine,negative
thank tried fresh install work even tried nothing work building reach last chance trying anyone problem please let know,positive
type error usually problem installation could try fresh python environment could processor fix could build copy try virtual machine,positive
know parameter prefixed input length enter training case example,neutral
actually worked thanks lot put make work investigate thanks,positive
hello yes solve encode function image inside one function default need change number need case example write image hope understand welcome,positive
hey manage fix still getting error feed value shape tensor shape input shape somewhere ca seem find thanks,positive
sorry delay trying get internal merge work correctly soon,negative
anything else side pull,neutral
sorry bother curious anything new might done,negative
good thanks please also remove two problematic well submit,positive
yes work though additional step employ python environment well loading add following python python data else data let know anything else otherwise happy put pull request,positive
hi try two see setup key list key two work may remove two code best,positive
get past error python environment magenta pip install magenta error building wheel install note also install know whether made difference still able train completely least past error maybe someone tell work environment thanks,negative
actually use could install right version even many many pip python working,positive
hi familiar exactly command line suggest virtual machine cloud instance ended terminal found launch command would work everything line like,positive
thanks much would love hear port input would,positive
yeah getting pip right thing still require older version tricky get right glad got setup working,positive
appreciate response ended switching away local ended working think main thing pin version similar open issue like pip install magenta currently work box worked sure particular incantation working latest run clean update install python pip install upgrade pip run install curl zip run pip install run update install run pip install run pip install magenta run apt run install run pip install largely case happy close issue like might thing manual automatic install magenta clean,positive
train exactly model use however think written anywhere right otherwise need model port actually conversion hand performance make sure spectrogram completely compatible would,positive
sure exactly going suspect python environment weird state suggest set python environment isolated everything else system,positive
hi familiar exactly command line suggest virtual machine cloud instance,positive
hey thanks much context trying use model real time polyphonic transcription browser trying module work really great aside posted another issue limit ability run real time also retrain model locally able export model run browser gather file like format order run model browser trying export model locally know case model work investigate get back,positive
first might interested port already done also performance super familiar building think might better luck expect input,positive
issue anyone able find fix,positive
turned issue environment reticulate environment magenta within,neutral
think commit fixed issue getting error fresh clone magenta,positive
test added would ideally catch autograph issue think need actually make simple instead whole thing,positive
want make make change looking second issue think add back autograph move,neutral
thanks please sign pull change,positive
also error magenta tried getting error,neutral
update fixed running error,positive
issue tried pip install got error,neutral
latest magenta version still get problem,positive
issue visual save fixed removed,positive
hi definitely possible way thus far lengthen sustain capture sustain pedal usage least longer direct pedal modeling point lot data come transcription model currently anything predict pedal usage get interesting direct modeling pedal usage love hear,positive
state expert used application contain various class model case think one invoke request model need know output manage appropriate way,positive
sorry confusion apply drum model written trained code bus error trying use support need either use different computer compile specifically machine,negative
getting bus error well try add run unknown type python version,negative
past initial post issue still persist environment magenta,negative
code mostly documentation research paper actively used research moment unlikely see speed end bit slow single sufficient paper stuck,negative
think confusion come paper talking several also maestro audio stereo model mono would certainly possible train model full something fully part paper resolution synthesis model completely separate transcription model unfortunately currently open,positive
model early simple date time direction across long sample original model entire performance many together one block running forward backward time individual independent version shorten block make manageable entire unrolled possible run version yes theoretically possible run version also manually manage chunk chunk awkward say least,positive
thanks report problem ended line apparently magenta package old version move top cell start working fixed version posted couple day,positive
issue making note section error first step building wheel done building wheel done building wheel done building wheel done building wheel done building wheel done building wheel done building wheel done error requirement incompatible error requirement incompatible error chainer requirement incompatible error chainer requirement incompatible error requirement incompatible helper selected warning name please use instead warning name please use instead done next step recent call last module import add sequence module note import failing due missing package manually install either pip apt view common click open button tried factory help,positive
think command line forgot,neutral
want use need pas option,neutral
running mac likely due mismatch current graph graph please ensure graph based original error registered support used node defined bidirectional registered registered know need run code,positive
android would great think best way share would host could post link somewhere,positive
actually never seen answer better probably,positive
like error happening running inference think know code run,neutral
error message fatal python error bus error current thread recent call first file internals line dot file line file line file line file line thread recent call first file line file line file line file line file line file line run file line file line wrapper file line file line file line predict file line predict file line run file line main file line file line run file line run file line file line module bus error,positive
pip install magenta make sure used upgrade option white,positive
unfortunately work running arch,negative
currently error setup magenta able run fine getting bus error try run figured,positive
know requirement coming requirement,neutral
used docker image longer maintain look commit removed possible starting point project,neutral
think could good time,positive
thanks testing want make remove building,positive
thanks reminder think actually need make internally first get ball rolling today mon mar wrote news way help reply directly view,positive
quantization issue look get chance recommend tempo work wo effect model tempo want afterwards,neutral
post code replicate error,neutral
yes delete level hierarchical get output call method delete instruction beginning method absolutely sure level graph output built result error,positive
thanks marco saying delete level still load,positive
little flaky work try,negative
hi yes work tried going back come thank,neutral
tried different got behavior loss remains pretty much learning also posted issue got useful feedback think gave set notebook minimal working example people facing issue easily test,positive
way downgrade like platform related problem alpine,neutral
try pip install upgrade pip obviously already done solve problem,neutral
getting similar error trying install magenta pip handle trying pip install upgrade pip error could find version requirement magenta none error matching distribution found magenta edit guessing related,neutral
two additional model thought add instead new issue point according paper audio used stereo current code said paper also input context stack onset piano roll representation vector onset keyboard quite high resolution input expect list float given also explicitly collected need exactly audio quite first reaction love see variant worth audio question made model restricted huge quantity note output structured provide chronological right worth split apparently nothing stopping model fed buffer fit input size collect first output tensor bucket question could please confirm possible adequate way feed model want thank,positive
patch might able help,positive
official standard let move,neutral
thanks happy accept pull request,positive
tried go far python environment getting version need train model point get back know,positive
code may install install,neutral
like original model check link able use run python,positive
momo right way make work shell install shell follow setting magenta environment manual installation shell hope,positive
hi add testing multiple long driver latest one since magenta higher magenta however magenta uninstalled back version got magenta magenta first returned true could import magenta next day try train model confirm work close ticket update ran training expect bash successfully dynamic library warning name please use instead warning name please use instead warning name please use instead warning name please use instead name please use instead true true false false false false conditional false conditional false true true loading data loading data recent call last file line file line code file line module file line main file line run file line run main file line main file line main trainer file line trainer file line data data data file line file line raise object loaded object loaded would update passing case line problem change useful easily submit,positive
remember past luck first magenta would since close enough close issue soon confirm thank much support much,positive
suggest looking making sure get version working first try get work magenta,positive
thank swift reply actually succeed magenta however python false tried install used work though old version way run magenta support,negative
able use magenta package longer separate package support stopped tried update reference main magenta package maybe doc saw somewhere,positive
run issue also happy increase,positive
thanks catching let u know find fixed version file logic way rest one match,positive
specify correctly file successfully initialize note hi please explain resolved issue,positive
false false hi able solve,negative
going close feel free reopen future,positive
make sure magenta successfully think fix,positive
problem training went fine error file line return many index array could someone solve thanks,positive
thanks work far problem u currently anything left could change,positive
try pip install upgrade pip mon wrote think latest magenta version alpine thread reply directly view,positive
think latest magenta version alpine,positive
sorry sure automatic installation failing like would suggest trying manual install see additional insight review issue also experienced,positive
would recommend specific package latest version magenta package select correct version,positive
sorry better get good idea process work looking,positive
ago never got back finishing revisit week,neutral
came looking thing want create reproducible build commit removing docker case anyone else need,neutral
hi sorry going couple end commit done end tue wrote hi check see see happening soon need release code thinking provisional package code depend resolved let know way would make possible reuse reply directly view,negative
trying file reference pip install upgrade pip source pip verbose pip install upgrade pip wheel pip install temporary fix astroid compatibility pip install pip install magenta,neutral
sorry sure automatic installation failing like would suggest trying manual install see additional insight,neutral
sure understand pip trouble like able get install work manually dill yes bottom post manually downgrade well would make sense proper outlined installation process rather version incompatible see installation process version yet incompatible,positive
sure understand pip trouble like able get install work manually dill,positive
know version conflict dill also beam going cause could look moving section like,neutral
know able downgrade dill get magenta work,positive
release frame official standard,neutral
able reproduce problem hello magenta try factory reset running,positive
sorry fixed removed extra default magenta package setup causing,negative
line added line install,neutral
hey still problem checked version still failing also think good idea save notebook everyone see previous maybe find broke,positive
hi check see see happening soon need release code thinking provisional package code depend resolved let know way would make possible reuse,neutral
mag contain binary information,neutral
hey still looking solution issue actually soon,neutral
update pip package today tue wrote fixed directly folder mac folder think ideal fix tried install anaconda many successfully able install command line without anaconda working reply directly view,positive
would love see fix issue,positive
hey would really excellent seriously huge remove primer every file could get moving,positive
fixed directly folder mac folder think ideal fix tried install anaconda many successfully able install command line without anaconda working,positive
added getting error module see error magenta magenta magenta magenta recent call last file line module import file line module import file line module import module,neutral
hi still issue magenta magenta magenta magenta magenta warning name please use instead warning name please use instead name please use instead recent call last file line module file line main file line run file line run main file line main file line main bundle file line return module attribute magenta,positive
thanks try setting docker,positive
yes longer officially support docker setup look history see old file probably would take much effort get working current state,positive
confirm issue hello magenta,neutral
one actually day automatically,neutral
fixed commit however guess need,positive
exactly want momo could use module play check code,positive
magenta yet please try let u know still,neutral
problem thank making magenta amazing project way,positive
issue found suitable currently suitable comment thanks yan,positive
also facing issue trying use train help would much,positive
try today amazing thank know error,positive
able reproduce wonder related recent package path change made try going menu reset see want know find reset menu,positive
able reproduce wonder related recent package path change made try going menu reset see,positive
quick temporary solution change line sure going forward also unable get install,positive
release new version pip package notebook working without,positive
thanks contribution let name new file consistent iso language file naming convention close could find standard markdown please add text top file explaining may date officially translation go,positive
bus error problem error probably coming within guess likely cause either support instruction set error,neutral
sorry pip package sync able change line import,neutral
sorry think mismatch notebook recent made fixed version live,negative
hi thanks pull request sorry sooner change added correct great unfortunately active research project close old public trained without correction unfortunately wo able train new model release new still happy accept show public roughly thanks contribution eye detail sorry sooner,positive
thanks suspect especially since point compatibility,positive
yes get long time current even tried overfit small chunk data odd fixing dropout fixed problem maybe version used drastically slow training think,negative
trying import stay tuned,neutral
problem inside autograph merge soon,neutral
tried current build also tried strange got fixed avail,positive
think actually train maybe intentionally like keep tried training,neutral
thank much call commit resolve problem specifically snippet loss worked,positive
tried different think bug one case custom built data data causing different trick case got working batch size thank much help training going slow single size maestro thanks,positive
back main package kept moving test data think ready merge might want hand,positive
suspect due training made sorry incompatibility mostly attention making compatible inference could try removing parameter call edit sync commit,negative
make sure removed wrote problem image capture exist know need put replace thread reply directly view,positive
proper format try found script another git script import import o import message import process mid mid track enumerate track ped replace message track track process,neutral
seem odd used variety training remember sure used something along batch size might done data parallelism across several maybe bug could try older build,positive
sorry think go ahead make change close thanks contribution welcome,positive
compatibility issue feel free send update,positive
magenta author author value thanks pull request like may first contribution open source project look help look pull request need sign contributor license agreement memo please visit sign fixed please reply verify already individual possible different address commit check data verify set git corporate company point contact authorized participate ask added group authorized know point contact direct project maintainer public version used register authorized contributor must used git commit check data verify set git used register authorized contributor must also attached account information go thread reply directly view,positive
manually recent call last file line module file line main file line run file line run main file line main file line main file line image module attribute,positive
biggest problem think front center,negative
problem capture exist know need put replace,neutral
like possibly issue version added path correctly please make sure missing properly would like use follow guide setup platform skipping certainly output,positive
previous post could load dynamic library open object file file directory successfully dynamic library please make sure missing properly would like use follow guide setup platform skipping binary use frequency service platform host guarantee used device host default version unable create device ordinal internal call invalid device ordinal unable create device ordinal internal call invalid device ordinal unable create device ordinal internal call unknown error unable create device ordinal internal call unknown error unable create device ordinal internal call unknown error service platform guarantee used device compute capability device compute capability device compute capability recent call last file line module file line,negative
new issue hardware configuration could give advice fix thanks file line file line self file line return file line file line file line file line sess file line super session self target graph file line invalid device ordinal value valid range setting device number,positive
add still default value trying batch size keeping ran error gradual filling memory sample somewhere along way even big network size would get filled quickly post dig code curious batch size original model trained,positive
hey sorry late response machine environment run code try solution thank much,negative
try setting batch size maybe trying different get something work try scaling end anything size like something could definitely affect,neutral
use look sequence example generation training need input size different right generating input trying pas attention change one per choice work example train command could,positive
thanks quick reply detail done show beginning error tested environment generate melody fine wrote build building actually following building unpacked tar error convert subset recursive ran fine last line result converted file converted file create step concert following checked directory indeed train evaluate model ran command directly got like post,positive
magenta broken version seem work fine,positive
like set correctly following generation could causing difference could paste command used generate,neutral
hi check happily ask set resubmit elsewhere code change part code think would notice difficulty short audio clip relatively high numerical precision longer clip longer second lower precision really notice error accumulation affect audio audio unwrapping maximum reconstruction error around whereas method difference audible plus version ran average faster ran though gist linked full suite interested find modification work better accuracy execution time,positive
cool thanks contribution fine however seem limiting factor audio quality model please set default code still work paper default thanks,positive
sorry extremely late reply think actually retrain model make sense model pitch,negative
ah think found model see talking fine mostly majority electronic sure enough code currently filtering electronic subset le diversity submit change line filter index filtering index,positive
make sure batch size input unfortunately python version much beyond trained create version used might suit need,positive
sorry delay looking today,negative
please replace file folder following one issue code close item,neutral
sorry delay push cut internal release made couple small new method information order properly serve trained training infrastructure part script module new interface actual saved model running simplified via proto new strictly additive default code affected let know,negative
look format sequence fed system since per problem none inbuilt would problem directly would need make new case command would pair input output per requirement basically would add class per need would take instead one see get idea,positive
great corporate good go,positive
able follow let know,positive
thank much address today actually need corporate one process go void individual sign corporate one,positive
content file affected long model trained however number getting work though definitely possible also look version soon sure would available,positive
hardware facility maybe give thanks really want know whether file full train train model want use file generate frozen file finally get file maybe clear thank,positive
certainly use curious poor specific shard consistent across entire,negative
try downgrade magenta version version model environment remember,neutral
inference file get low know take part must use,neutral
think main thing causing model support multiple creation setup currently multiple,positive
inference file get low,neutral
ah understand sorry confusion get fixed,negative
try latest version pip package clean environment fresh pinned everything better support fix seeing yes pip pick right version problem sonnet still present checked code package mean ask pip install pip least computer try install package dependence issue,positive
try latest version pip package clean environment fresh pinned everything better support fix seeing,positive
right magenta issue track overall support,positive
sat wrote hello magenta studio try launch magenta nothing know exactly issue memory ram excuse programmer image image image thread reply directly view mute thread,positive
sorry broken local script fixed today local script working verify latest version pip package,negative
hi also problem find solution see magenta install sonnet dependency found actually install another library correct manually run install way tend install incompatible magenta manually version install version sure better way work bunch deprecate warning though hope help,positive
need install install change install find example,neutral
great thanks would hopefully allow u add hub well,positive
accidentally upstream instead fork finished tested open new,positive
think start switching logging official recommendation switch python logging guess better job le compatibility old,positive
new pip package version fix problem,positive
hi issue anyone solve problem anyway explain exactly right structure manual follow,positive
current master could look,neutral
master passing tied two together sure good idea,positive
thanks problem locally look,positive
sorry error paste full command line full output command,positive
